rasterColumn,count,sum,mean,sum_area_weighted
viirs_nas_201606,,,
viirs_nas_201607,,,
viirs_nas_201608,3890,59853.8,15.38658,34392.81
viirs_nas_201609,3890,62291.8,16.01332,35793.72
viirs_nas_201610,3888,75071.8,19.30859,43137.28
viirs_nas_201611,3663,89436.7,24.41624,51391.55
viirs_nas_201612,3642,95067.2,26.10302,54626.91
viirs_nas_201701,3737,90022.1,24.0894,51727.93
viirs_nas_201702,3779,97358.3,25.76298,55943.41
viirs_nas_201703,3848,98319.5,25.55081,56495.73
viirs_nas_201704,3890,84845.7,21.81123,48753.5
viirs_nas_201705,,,
viirs_nas_201706,,,
viirs_nas_201707,,,
viirs_nas_201708,3890,72334.6,18.59501,41564.45
viirs_nas_201709,3890,63504.9,16.32517,36490.78
viirs_nas_201710,3890,69233.2,17.79774,39782.34
viirs_nas_201711,3882,78755.2,20.28727,45253.81
viirs_nas_201712,3848,111333.5,28.93282,63973.75
viirs_nas_201801,3841,130165.9,33.88854,74795.11
viirs_nas_201802,3841,131071.3,34.12426,75315.36
viirs_nas_201803,3882,112168.4,28.89449,64453.5
viirs_nas_201804,3890,84952.2,21.83861,48814.7
viirs_nas_201805,,,
viirs_nas_201806,,,
viirs_nas_201807,,,
viirs_nas_201808,3890,68447,17.59563,39330.58
viirs_nas_201809,3890,61482.7,15.80532,35328.8
viirs_nas_201810,3890,68947.1,17.72419,39617.95
viirs_nas_201811,3417,150700.7,44.10322,86594.68
viirs_nas_201812,3773,117434.7,31.12502,67479.58
viirs_nas_201901,3553,87897.8,24.73904,50507.28
viirs_nas_201902,3768,123431.8,32.75791,70925.6
viirs_nas_201903,3883,87703,22.5864,50395.34
viirs_nas_201904,3890,80345.6,20.6544,46167.68
viirs_nas_201905,,,
viirs_nas_201906,,,
viirs_nas_201907,,,
viirs_nas_201908,3890,71794.6,18.4562,41254.16
viirs_nas_201909,3889,65973,16.964,37908.99
viirs_nas_201910,3890,73038.7,18.77602,41969.04
viirs_nas_201911,3780,150380.4,39.78317,86410.63
viirs_nas_201912,3673,96675.7,26.32064,55551.18
viirs_nas_202001,3577,89325.9,24.9723,51327.88
viirs_nas_202002,3704,102558.9,27.68869,58931.75
viirs_nas_202003,3886,100230.2,25.79264,57593.64
viirs_nas_202004,3890,78635,20.21465,45184.75
viirs_nas_202005,2814,73465.1,26.107,42214.05
viirs_nas_202006,,,
viirs_nas_202007,,,
viirs_nas_202008,3890,60890.9,15.65319,34988.74
viirs_nas_202009,3890,62355,16.02956,35830.04
viirs_nas_202010,3888,68618.1,17.64869,39428.9
viirs_nas_202011,3879,75101.6,19.36107,43154.41
viirs_nas_202012,3479,100120.6,28.77856,57530.67
viirs_nas_202101,3628,102383.1,28.22026,58830.73
viirs_nas_202102,3665,100098.4,27.31198,57517.91
viirs_nas_202103,3640,92616.7,25.44415,53218.82
viirs_nas_202104,3889,85746,22.04834,49270.82
viirs_nas_202105,,,
viirs_nas_202106,,,
viirs_nas_202107,,,
viirs_nas_202108,3890,69797.9,17.9429,40106.83
viirs_nas_202109,3890,61642.4,15.84638,35420.57
viirs_nas_202110,3890,73041.1,18.77663,41970.41
viirs_nas_202111,3788,223015.7,58.87426,128147.87
viirs_nas_202112,3717,132115.2,35.5435,75915.2
viirs_nas_202201,3772,172546.3,45.74398,99147.46
viirs_nas_202202,3793,178905.2,47.1672,102801.37
viirs_nas_202203,3865,160102.2,41.4236,91996.91
viirs_nas_202204,3890,85250.6,21.91532,48986.16
viirs_nas_202205,3866,129034.8,33.37682,74145.16
viirs_nas_202206,,,
viirs_nas_202207,,,
viirs_nas_202208,3890,78824.6,20.26339,45293.69
viirs_nas_202209,3890,70637.8,18.15882,40589.45
viirs_nas_202210,3890,81259.2,20.88925,46692.65
viirs_nas_202211,3877,121416.9,31.31723,69767.81
viirs_nas_202212,3787,170326.8,44.97671,97872.11
viirs_nas_202301,3635,128436,35.33315,73801.08
viirs_nas_202302,3695,139603.5,37.78173,80218.08
viirs_nas_202303,3851,133161.8,34.5785,76516.59
viirs_nas_202304,3887,107818.6,27.73826,61954.04
viirs_nas_202305,,,
viirs_nas_202306,,,
viirs_nas_202307,,,
viirs_nas_202308,3890,79597.4,20.46206,45737.75
viirs_nas_202309,3890,75079.4,19.30062,43141.65
viirs_nas_202310,3890,80926.9,20.80383,46501.7
viirs_nas_202311,3830,162886.2,42.52903,93596.64
viirs_nas_202312,3777,154076,40.79322,88534.18
viirs_nas_202401,3805,165495.8,43.4943,95096.15
viirs_nas_202402,3813,190712.5,50.01639,109586.01
viirs_nas_202403,3874,146452.4,37.80392,84153.55
