rasterColumn,count,sum,mean,sum_area_weighted
viirs_nas_201604,9724,73897.1,7.59945,41012.99
viirs_nas_201605,,,
viirs_nas_201606,,,
viirs_nas_201607,,,
viirs_nas_201608,9714,76531.2,7.87844,42474.92
viirs_nas_201609,9708,62088.1,6.39556,34458.98
viirs_nas_201610,9701,89185.7,9.19345,49498.18
viirs_nas_201611,9551,186457.3,19.52228,103484.05
viirs_nas_201612,9597,128741.2,13.41473,71451.54
viirs_nas_201701,9631,148705.4,15.44029,82531.7
viirs_nas_201702,9442,115435.8,12.22578,64067.03
viirs_nas_201703,9703,112634.4,11.6082,62512.24
viirs_nas_201704,9724,107208.6,11.02515,59500.92
viirs_nas_201705,,,
viirs_nas_201706,,,
viirs_nas_201707,,,
viirs_nas_201708,9723,92528.9,9.5165,51353.66
viirs_nas_201709,9723,72406.7,7.44695,40185.82
viirs_nas_201710,9693,92078.4,9.49947,51103.64
viirs_nas_201711,9694,122847.4,12.67252,68180.47
viirs_nas_201712,9571,244871.6,25.58475,135904.07
viirs_nas_201801,9668,165765.6,17.1458,92000.13
viirs_nas_201802,9685,171807.5,17.73955,95353.39
viirs_nas_201803,9668,190409.7,19.69484,105677.64
viirs_nas_201804,9724,127020.3,13.06256,70496.44
viirs_nas_201805,,,
viirs_nas_201806,,,
viirs_nas_201807,,,
viirs_nas_201808,9716,93328.7,9.60567,51797.55
viirs_nas_201809,9724,100999.6,10.38663,56054.91
viirs_nas_201810,9712,179111.6,18.4423,99407.18
viirs_nas_201811,9637,161468.2,16.75503,89615.07
viirs_nas_201812,9698,237324.3,24.47147,131715.31
viirs_nas_201901,9589,175834.6,18.33712,97588.44
viirs_nas_201902,9649,144551.4,14.98097,80226.22
viirs_nas_201903,9701,130484.5,13.45062,72419.07
viirs_nas_201904,9724,118954.5,12.23308,66019.91
viirs_nas_201905,,,
viirs_nas_201906,,,
viirs_nas_201907,,,
viirs_nas_201908,6120,96245.2,15.72634,53416.22
viirs_nas_201909,9719,105556.6,10.86085,58584.06
viirs_nas_201910,9724,122158.4,12.56257,67798.08
viirs_nas_201911,9661,185721.6,19.22385,103075.74
viirs_nas_201912,9516,243687.8,25.60822,135247.06
viirs_nas_202001,9577,185382.4,19.35704,102887.48
viirs_nas_202002,9261,171002.3,18.46478,94906.51
viirs_nas_202003,9723,161189.3,16.57814,89460.28
viirs_nas_202004,9642,112346.1,11.65174,62352.24
viirs_nas_202005,,,
viirs_nas_202006,,,
viirs_nas_202007,,,
viirs_nas_202008,9689,119644,12.34844,66402.58
viirs_nas_202009,9724,90930.6,9.35115,50466.61
viirs_nas_202010,9699,116879.5,12.05068,64868.28
viirs_nas_202011,9694,146059.5,15.067,81063.22
viirs_nas_202012,9657,169455.7,17.54745,94048.14
viirs_nas_202101,9371,166952.6,17.81588,92658.92
viirs_nas_202102,9583,237695.9,24.80391,131921.55
viirs_nas_202103,9711,168344.3,17.33542,93431.31
viirs_nas_202104,9724,126655.8,13.02507,70294.14
viirs_nas_202105,,,
viirs_nas_202106,,,
viirs_nas_202107,,,
viirs_nas_202108,9710,106513.5,10.96946,59115.14
viirs_nas_202109,9722,100330.4,10.31993,55683.51
viirs_nas_202110,9719,116533.6,11.99029,64676.31
viirs_nas_202111,9581,237137.8,24.75084,131611.8
viirs_nas_202112,9647,294261,30.50285,163315.25
viirs_nas_202201,9534,204089.3,21.40647,113269.84
viirs_nas_202202,9423,210703.4,22.36054,116940.67
viirs_nas_202203,9648,211071.3,21.87721,117144.86
viirs_nas_202204,9724,146805,15.09718,81476.97
viirs_nas_202205,,,
viirs_nas_202206,,,
viirs_nas_202207,,,
viirs_nas_202208,9718,140459.3,14.45352,77955.1
viirs_nas_202209,9723,131091.2,13.48259,72755.79
viirs_nas_202210,9519,99877.9,10.49248,55432.37
viirs_nas_202211,9630,190442.9,19.776,105696.07
viirs_nas_202212,9625,248771.8,25.84642,138068.69
viirs_nas_202301,9628,185858.1,19.30392,103151.5
viirs_nas_202302,9608,218725.9,22.76498,121393.17
viirs_nas_202303,9719,151868.9,15.62598,84287.44
viirs_nas_202304,9715,146776.9,15.10828,81461.38
viirs_nas_202305,,,
viirs_nas_202306,,,
viirs_nas_202307,,,
viirs_nas_202308,9709,157173.2,16.1884,87231.34
viirs_nas_202309,9720,114797.3,11.81042,63712.66
viirs_nas_202310,9721,143168.7,14.72777,79458.82
viirs_nas_202311,8829,196258.6,22.22886,108923.79
viirs_nas_202312,9491,252607.3,26.61546,140197.39
viirs_nas_202401,9306,228241.5,24.52627,126674.34
viirs_nas_202402,9451,252011.6,26.66507,139866.78
viirs_nas_202403,9694,188850.3,19.48115,104812.17
