country_nid;country_title;country_countrynme_eng;country_countrynme_alt;country_nme2;country_cow;country_imfcode;country_wdicode;country_banks;country_sedepe;country_politycode;country_region;country_country_legislature;country_country_ppltn_year;country_country_population;country_country_ppltn_source;country_num_persons;country_num_ethnicity;country_num_ethnocultural;country_num_language;country_num_offices;party_nid;party_name;party_name_local;party_year_founded;party_notes;country_mps_statutory;country_mps_actual;country_mps_statutory_upper;country_mps_actual_upper;country_country_exec_statutory;country_exec_actual;country_cabinet_statutory;country_cabinet_actual;country_pleader_statutory;country_pleader_actual;country_asleader_statutory;country_asleader_actual;country_sp_court_statutory;country_sp_court_actual;country_seat_numbers_notes;country_last_election_year
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;104017;"Turkey Party";"Turkiye Partisi";2009;;;;;;;;;;;;;;;;;
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;104129;"Motherland Party";"Anavatan Partisi";1983;;;;;;;;;;;;;;;;;
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;3723;"Nationalist Action Party";"Milliyetci Hareket Partisi";1969;Unicameral;;;;;;;;;;;;;;;;
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;3724;"Peace and Democracy Party";"Baris ve Demokrasi Partisi";2008;;;;;;;;;;;;;;;;;
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;3725;"Republican People's Party";"Cumhuriyetci Halk Partisi";1923;Unicameral;;;;;;;;;;;;;;;;
608;Turkey;Turkey;"Republic of Turkey";Türkiye;640;186;TUR;1170;792;640;MENA;"Grand National Assembly of Turkey";2009;72561312;"Turkiye Istatistik Kurumu";1014;12;4;5;589;;;;;;550;549;0;0;2;2;26;26;4;4;30;30;17;17;https://www.tbmm.gov.tr/develop/owa/tbmm_internet.anasayfa;2015
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;639;"Movement for Multi-party Democracy";MMD;1990;Unicameral;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;640;"Patriotic Front";PF;2001;Unicameral;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;641;"United Party for National Development";UPND;1998;Unicameral;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;642;"United Liberal Party";;2006;;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;644;"National Democratic Front";;2006;"The NDF consists of the Zambian Republican Party (ZRP) and the Zambia Democratic Congress(ZADECO).";;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;645;"Forum for Democracy and Development";FDD;2001;Unicameral;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;250593;"Alliance for Democracy and Development";ADD;2010;Unicameral;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;250594;Independents;IND;;Unicameral;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;778;"United National Independence Party";;1959;;;;;;;;;;;;;;;;;
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
629;Zambia;Zambia;"Republic of Zambia";Zambia;551;754;ZMB;1300;;551;Africa;"National Assembly";2010;13046508;"2010 National Census of Population and Housing,Zambia Central Statistical ";358;8;5;11;244;;;;;;167;167;0;0;1;1;26;24;4;4;30;30;13;13;;2011
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;;;;;;465;465;242;242;2;1;20;20;11;11;32;32;15;15;"Executive - monarch a symbolic head of state";2017
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;679;"Democratic Party of Japan";Minshin-to;2016;"Official Website of the Party:https://www.minshin.or.jp/
Officeial Website of the House of the Representatives: http://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/shiryo/kaiha_m.htm
Official Website of the House of Councillors: http://www.sangiin.go.jp/japanese/joho1/kousei/giin/196/giinsu.htm

Hold seats both in the Upper and Lower Houses,
However, this party executives currently arguing for annex with the Party of Hope
";;;;;;;;;;;;;;;;
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;680;"New Party Nippon";Shinto-Nippon;2005;;;;;;;;;;;;;;;;;
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;681;"New Party Daichi";Shinto-Daichi;2005;;;;;;;;;;;;;;;;;
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;682;"Liberal Democratic Party";Jiyuminshu-to;1955;"party is represented in both houses";;;;;;;;;;;;;;;;
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;683;"New Clean Government Party";Komei-to;1964;"party is represented in both houses";;;;;;;;;;;;;;;;
636;Japan;Japan;"Nippon, Nihon";Japan;740;158;JPN;600;392;740;Asia;"Shugiin (The House of Representatives)";2015;127094745;"Tokei-kyoku, Somu-sho (the Statistics Bureau, Ministry of Internal Affairs and Communications) ";1167;2;2;1;794;684;"Japanese Communist Party";"Nihon kyosan-to";1922;"party is represented in both houses";;;;;;;;;;;;;;;;
